Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Shipping Cost (log),Unit Price (log)
2012-02-12,Critical,43.0,639.71,0.01,Express Air,102.53,Bruce Money,Alberta,West,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46,2012-02-13,1.840549633397487,2.7212954278522306
2012-04-29,Low,35.0,587.92,0.09,Regular Air,-7.92,Rick Hansen,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58,2012-04-29,1.9810014688665833,2.8853592160726205
2009-03-25,Not Specified,30.0,617.51,0.01,Regular Air,98.1,Michael Grace,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,2009-03-25,2.305580601973844,2.994231147427724
2011-07-27,Medium,13.0,1193.62,0.08,Delivery Truck,-304.47,Shahid Shariari,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,2011-07-28,3.7612001156935624,4.5107496103686
2010-06-17,High,4.0,167.37,0.1,Regular Air,-132.15,Vicky Freymann,British Columbia,West,Home Office,Technology,Computer Peripherals,"Fellowes Mobile Numeric Keypad, Graphite",Small Box,0.64,2010-06-18,1.6094379124341003,3.7891771754293
2012-05-12,Medium,47.0,124.94,0.1,Express Air,-2.4,Harold Dahlen,Alberta,West,Consumer,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,2012-05-12,0.8501509293696101,1.3297240096314962
2010-03-29,High,5.0,324.55,0.08,Regular Air,-12.82,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,Small Box,0.58,2010-03-29,0.688134638736401,4.231784971343338
2009-06-17,Low,26.0,342.4,0.0,Express Air,-14.06,Stuart Van,Quebec,Quebec,Consumer,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,Medium Box,0.5,2009-06-19,2.0744289998562917,2.5416019934645457
2009-04-05,High,15.0,1093.6355,0.05,Regular Air,119.169,Harold Dahlen,Saskachewan,Prarie,Consumer,Technology,Telephones and Communication,Accessory34,Wrap Bag,0.55,2009-04-07,0.688134638736401,4.46579316951945
2011-02-24,Medium,34.0,192.23,0.07,Regular Air,-149.84,Valerie Mitchum,Quebec,Quebec,Home Office,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,0.36,2011-02-25,2.1564025828159643,1.9139771019523042
2010-02-07,High,37.0,281.79,0.04,Express Air,-50.96,Robert Marley,Ontario,Ontario,Corporate,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2010-02-10,1.9213246735826988,2.1564025828159643
2011-06-28,Critical,15.0,229.03,0.05,Regular Air,-28.58,Bruce Degenhardt,Yukon,Yukon,Home Office,Office Supplies,Storage & Organization,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Small Box,0.6,2011-06-30,1.916922612182061,2.8039662579320366
2009-02-21,Low,39.0,199.39,0.1,Express Air,101.13,Neola Schneider,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Labels,Avery 493,Small Box,0.36,2009-02-21,0.4054651081081644,1.776645831418007
2012-12-11,Low,41.0,1234.36,0.04,Express Air,-84.77,Carol Darley,British Columbia,West,Small Business,Office Supplies,Envelopes,Staples Colored Interoffice Envelopes,Small Box,0.36,2012-12-18,3.0209125720842893,3.4651107074058083
2011-10-03,Low,48.0,945.54,0.03,Regular Air,254.58,Eileen Kiefer,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1936,Small Box,0.38,2011-10-05,1.9416152247724325,3.043569602968151
2009-06-17,Critical,23.0,155.52,0.05,Regular Air,-133.73,Stuart Calhoun,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1993,Small Box,0.36,2009-06-18,2.3683728335320486,2.012232791986386
2010-05-09,Not Specified,10.0,44.08,0.08,Regular Air,6.79,Tom Prescott,Quebec,Quebec,Small Business,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,0.36,2010-05-12,0.7975071958841881,1.7011051009599243
2011-05-23,Medium,42.0,113.33,0.07,Regular Air,-0.4025,Raymond Book,Alberta,West,Consumer,Office Supplies,Binders and Binder Accessories,Acco Suede Grain Vinyl Round Ring Binder,Small Box,0.39,2011-05-23,0.9122827104766162,1.3297240096314962
2010-06-14,High,21.0,125.9,0.04,Express Air,5.85,Natalie DeCherney,Quebec,Quebec,Consumer,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Wrap Bag,0.36,2010-06-16,1.3962446919730587,1.9286186519452522
2012-03-06,Critical,2.0,95.0555,0.1,Regular Air,-298.166,Victor Price,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,2012-03-07,1.791759469228055,4.0428758138469085
2009-09-01,Not Specified,41.0,277.0745,0.03,Regular Air,-128.436,Aleksandra Gannaway,New Brunswick,Atlantic,Corporate,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,2009-09-03,1.7967470107390942,2.196112848483529
2011-06-15,High,21.0,49.23,0.01,Regular Air,-77.70549999999999,Christopher Conant,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Box,0.4,2011-06-17,1.752672080520008,1.091923300517313
2011-02-08,Critical,13.0,121.66,0.03,Regular Air,-11.799,Carlos Soltero,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.36,2011-02-08,1.8870696490323797,2.2874714551839976
2010-05-20,High,32.0,284.92,0.03,Regular Air,81.29,Lindsay Shagiari,Ontario,Ontario,Home Office,Office Supplies,Paper,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Wrap Bag,0.4,2010-05-22,1.1474024528375417,2.3135250330323798
2009-09-11,Critical,36.0,100.68,0.0,Regular Air,-45.21,Paul MacIntyre,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,2009-09-13,1.2237754316221157,1.2809338454620645
2010-09-14,Medium,26.0,363.16,0.08,Express Air,3.9185,Lycoris Saunders,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,0.38,2010-09-14,2.1126345090356,2.725890119230541
2011-06-14,Low,15.0,764.13,0.09,Regular Air,276.98,Magdelene Morse,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1908,Small Box,0.36,2011-06-21,1.7681496035889213,4.0427003290697625
2012-02-23,Medium,29.0,337.38,0.04,Express Air,-5.45,Katharine Harms,Alberta,West,Consumer,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,2012-02-24,2.075684492802124,2.5321082512722946
2010-06-09,Medium,17.0,253.38,0.0,Express Air,-35.78,Nathan Gelder,Ontario,Ontario,Home Office,Office Supplies,"Scissors, Rulers and Trimmers","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Small Pack,0.56,2010-06-09,2.150598735996164,2.7013612129514133
2012-02-17,Critical,6.0,96.21,0.06,Regular Air,-19.34,Tracy Blumstein,Saskachewan,Prarie,Home Office,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48,2012-02-18,4.067315889834181,2.7459880404426023
2010-01-18,High,25.0,854.9,0.05,Regular Air,76.87,Lauren Leatherbury,British Columbia,West,Home Office,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,0.56,2010-01-20,2.301584592660462,3.571783682237689
2010-11-17,Low,23.0,279.63,0.07,Regular Air,61.69,Liz MacKendrick,New Brunswick,Atlantic,Corporate,Furniture,Office Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",Small Box,0.43,2010-11-22,1.8180767775454285,2.60859812213055
2010-07-25,Low,4.0,29.42,0.06,Express Air,14.43,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Labels,Avery 52,Small Box,0.38,2010-07-30,0.4054651081081644,1.545432582458188
2010-07-22,High,18.0,50.15,0.09,Regular Air,-2.39,Erin Smith,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag,0.59,2010-07-23,0.6780335427498971,1.3297240096314962
2011-08-18,Not Specified,34.0,772.56,0.04,Express Air,143.87,Maria Bertelson,Ontario,Ontario,Home Office,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,Small Box,0.55,2011-08-20,1.7047480922384253,3.177220149599368
2011-08-04,Not Specified,6.0,11.15,0.07,Regular Air,-2.62,Bobby Elias,Yukon,Yukon,Small Business,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,0.52,2011-08-05,0.5596157879354227,1.0331844833456545
2012-09-24,Not Specified,34.0,210.24,0.0,Regular Air,-31.67,Cassandra Brandow,Alberta,West,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Preferred Stainless Steel Scissors,Small Pack,0.56,2012-09-25,1.5260563034950494,1.8991179875485544
2009-05-18,Medium,5.0,64.25,0.07,Regular Air,-7.94,Brendan Murry,Nova Scotia,Atlantic,Corporate,Office Supplies,Paper,Xerox 1933,Small Box,0.38,2009-05-20,1.7681496035889213,2.5862591440482876
2010-12-02,Medium,12.0,754.94,0.01,Delivery Truck,-226.24,Denny Ordway,British Columbia,West,Small Business,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,2010-12-03,3.627269972482245,4.079907514424331
2009-05-17,Medium,7.0,20.5,0.06,Regular Air,-4.04,Roy Skaria,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.58,2009-05-18,0.6729444732424258,1.3711807233098425
2009-02-05,Medium,15.0,150.24,0.08,Regular Air,-102.93,Ricardo Block,Yukon,Yukon,Corporate,Furniture,Office Furnishings,"Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",Small Box,0.57,2009-02-07,2.604170070614818,2.3960754360813845
2010-08-03,Critical,15.0,22.45,0.03,Regular Air,0.78,Philip Brown,Prince Edward Island,Atlantic,Home Office,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37,2010-08-05,0.5306282510621704,0.9082585601768908
2011-07-05,High,44.0,286.06,0.1,Regular Air,-85.09,Randy Ferguson,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 1923,Small Box,0.37,2011-07-06,1.8961194845522977,2.038619547159581
2012-06-04,Critical,16.0,623.35,0.03,Regular Air,235.51,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,2012-06-06,1.8050046959780757,3.6620219999440535
2010-02-24,Low,4.0,40.23,0.05,Regular Air,-30.26,Matt Collister,Quebec,Quebec,Home Office,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,2010-03-01,2.325324579963535,2.1713368063840917
2010-08-31,Not Specified,40.0,271.34,0.05,Regular Air,-151.92,Brooke Gillingham,Alberta,West,Small Business,Office Supplies,Paper,Xerox 213,Small Box,0.37,2010-09-02,2.1815467646169897,2.012232791986386
2012-07-21,Low,44.0,1001.99,0.09,Regular Air,333.5315,Patricia Hirasaki,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,0.39,2012-07-23,1.3837912309017721,3.2561716096118976
2009-01-26,High,5.0,15.38,0.01,Regular Air,1.61,Gene Hale,British Columbia,West,Consumer,Office Supplies,Labels,Avery 498,Small Box,0.38,2009-01-28,0.4054651081081644,1.358409157630355
2012-11-26,Not Specified,26.0,78.09,0.01,Regular Air,19.63,Muhammed Yedwab,New Brunswick,Atlantic,Consumer,Office Supplies,Labels,Avery 474,Small Box,0.36,2012-11-27,0.688134638736401,1.355835153635182
2010-09-30,Low,25.0,145.13,0.03,Regular Air,-42.45,Edward Nazzal,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1899,Small Box,0.36,2010-10-04,1.7850704810772584,1.9139771019523042
2010-09-24,Critical,13.0,104.51,0.04,Regular Air,-9.2805,Michael Granlund,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Small Box,0.35,2010-09-26,1.7422190236679187,2.179286876649552
2010-06-21,High,11.0,38.24,0.02,Regular Air,-37.55,Keith Herrera,Nova Scotia,Atlantic,Small Business,Office Supplies,Labels,Avery File Folder Labels,Small Box,0.36,2010-06-22,1.8453002361560848,1.355835153635182
2011-01-09,Medium,40.0,197.1,0.09,Regular Air,-12.88,Grant Thornton,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Small Box,0.37,2011-01-10,1.3837912309017721,1.8373699804801074
2012-01-26,Medium,5.0,107.41,0.05,Regular Air,0.1899999999999977,Nora Paige,Yukon,Yukon,Small Business,Office Supplies,Paper,Xerox 191,Small Box,0.38,2012-01-27,1.925707441737794,3.043569602968151
2009-04-08,Not Specified,37.0,161.02,0.08,Regular Air,32.189499999999995,Parhena Norris,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Small Box,0.35,2009-04-09,0.9122827104766162,1.713797927758343
2009-01-04,Critical,17.0,63.34,0.03,Regular Air,-76.015,Tamara Dahlen,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4,2009-01-05,1.9837562915454279,1.4724720573609429
2012-05-13,High,36.0,305.62,0.1,Regular Air,-129.86,Fred McMath,Nova Scotia,Atlantic,Small Business,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,2012-05-14,2.2289385528257473,2.2762411176544437
2011-09-29,Critical,19.0,368.04,0.07,Express Air,70.39,Nicole Hansen,Nunavut,Nunavut,Small Business,Office Supplies,Paper,Xerox 1936,Small Box,0.38,2011-10-01,1.9416152247724325,3.043569602968151
2011-09-16,Critical,42.0,642.1,0.0,Regular Air,41.56,Maria Bertelson,Ontario,Ontario,Corporate,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box,0.39,2011-09-16,2.1412419425852827,2.7073833121145063
2009-12-17,Not Specified,13.0,970.47,0.1,Regular Air,192.38,Juliana Krohn,Yukon,Yukon,Corporate,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece® Compact Power Control Center,Small Box,0.57,2009-12-19,0.688134638736401,4.410614091525794
2012-08-13,High,12.0,214.94,0.06,Regular Air,26.75,Victoria Brennan,Alberta,West,Small Business,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45,2012-08-14,1.095273387402595,2.916689066213538
2012-07-10,Not Specified,23.0,990.5,0.04,Regular Air,323.73,Nathan Cano,British Columbia,West,Consumer,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,0.44,2012-07-11,1.095273387402595,3.8062179465311696
2011-08-20,Medium,16.0,116.11,0.1,Express Air,-36.46,Max Jones,Ontario,Ontario,Home Office,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2011-08-20,1.9213246735826988,2.1564025828159643
2012-06-19,Medium,18.0,420.76,0.05,Regular Air,-56.212,Nicole Brennan,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,2012-06-21,2.7788192719904172,3.1518809560439225
2010-11-27,Low,24.0,1155.5835,0.04,Regular Air,-126.995,Roland Black,Manitoba,Prarie,Small Business,Technology,Telephones and Communication,Accessory6,Small Pack,0.8,2010-12-02,1.791759469228055,4.0428758138469085
2009-07-26,Low,31.0,196.81,0.06,Regular Air,70.39,Troy Staebel,Nova Scotia,Atlantic,Small Business,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Wrap Bag,0.36,2009-07-31,0.8501509293696101,2.0082140323914683
2011-09-10,Critical,3.0,160.52,0.08,Delivery Truck,-69.66,Lauren Leatherbury,Alberta,West,Corporate,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,2011-09-12,2.7206373166076814,3.950859029213344
2009-05-20,Not Specified,34.0,211.86,0.01,Regular Air,-239.315,Daniel Byrd,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,Storex Dura Pro™ Binders,Small Box,0.38,2009-05-23,2.3905959703167587,1.937301774518713
2012-05-17,High,50.0,1027.66,0.0,Regular Air,184.07,Natalie Fritzler,Ontario,Ontario,Home Office,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,2012-05-19,2.2700619012884857,3.043569602968151
2011-03-07,High,12.0,27.05,0.0,Express Air,0.9999999999999992,Ken Heidel,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 307,Wrap Bag,0.57,2011-03-08,0.6043159668533296,1.0367368849500223
2012-02-08,Not Specified,29.0,169.61,0.1,Regular Air,-211.0595,Alan Haines,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Storex Dura Pro™ Binders,Small Box,0.38,2012-02-09,2.3905959703167587,1.937301774518713
2010-08-26,Medium,24.0,905.32,0.02,Regular Air,389.07,Parhena Norris,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 1932,Small Box,0.38,2010-08-28,1.8066480817218056,3.5956670723917576
2012-10-05,Critical,3.0,62.54,0.02,Regular Air,-30.7395,Tony Sayre,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,2012-10-05,2.6518325211039815,2.8326249356838407
2009-02-12,Low,20.0,124.84,0.08,Regular Air,10.56,David Smith,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Turquoise Lead Holder with Pocket Clip,Wrap Bag,0.52,2009-02-12,0.9400072584914712,2.0412203288596382
2010-08-16,Low,39.0,158.46,0.06,Regular Air,-130.663,Corey Catlett,Newfoundland,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,2010-08-23,1.8341801851120072,1.6054298910365616
2011-04-13,Critical,43.0,210.66,0.08,Regular Air,-145.7165,Max Jones,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,2011-04-15,1.9080599249242156,1.8213182714695995
2012-05-17,Low,43.0,130.36,0.02,Regular Air,58.52,Rachel Payne,Manitoba,Prarie,Consumer,Office Supplies,Labels,Avery 484,Small Box,0.36,2012-05-26,0.4054651081081644,1.355835153635182
2011-10-04,Critical,2.0,31.7,0.05,Regular Air,-44.39,Stewart Visinsky,Quebec,Quebec,Corporate,Technology,Computer Peripherals,TDK 4.7GB DVD+RW,Small Pack,0.49,2011-10-06,1.095273387402595,2.739548868161581
2009-11-08,Low,2.0,141.59,0.05,Regular Air,-91.09,Shahid Collister,Ontario,Ontario,Home Office,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,2009-11-13,1.5040773967762742,4.276249365519713
2011-05-22,High,22.0,846.59,0.08,Regular Air,-1.9499999999999889,Tamara Dahlen,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,Small Box,0.57,2011-05-23,2.9947317732204075,3.7350471349589434
2010-09-02,Medium,1.0,6.75,0.08,Regular Air,-2.31,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Wrap Bag,0.38,2010-09-02,0.6931471805599453,1.922787731634459
2011-12-14,Low,2.0,19.0,0.01,Regular Air,-10.7295,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Small Box,0.36,2011-12-19,1.8357763546448291,2.020222182019865
2012-04-04,Critical,9.0,337.34,0.06,Regular Air,-69.84,Karen Carlisle,Yukon,Yukon,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,2012-04-06,1.095273387402595,3.70080802497921
2010-12-05,High,26.0,174.58,0.08,Regular Air,-57.17,Stephanie Ulpright,Ontario,Ontario,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Design Stainless Steel Bent Scissors,Small Pack,0.58,2010-12-06,1.6900958154515549,2.0592388343623163
2010-07-17,High,37.0,426.64,0.09,Regular Air,96.95,John Lee,New Brunswick,Atlantic,Corporate,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,2010-07-19,1.3480731482996928,2.5817308344235403
2009-11-28,Not Specified,27.0,941.4,0.05,Regular Air,369.48,Tim Brockman,Alberta,West,Consumer,Office Supplies,Paper,Xerox 1932,Small Box,0.38,2009-11-29,1.8066480817218056,3.5956670723917576
